input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails,verified,facebook,instagram,linkedin,whatsapp
42fa8915-6f6f-4f2f-9f95-eaccdc598291,https://www.google.com/maps/place/Bikram+Yoga+Kingston/data=!4m7!3m6!1s0x6b164cfc7ff741d9:0x13ea4ed067fb434d!8m2!3d-35.3163164!4d149.1416681!16s%2Fg%2F1hdz0q_hp!19sChIJ2UH3f_xMFmsRTUP7Z9BO6hM?authuser=0&hl=en&rclk=1,Bikram Yoga Kingston,Yoga studio,"Level 1/27-29 Eyre St, Kingston ACT 2604, Australia",{},{},,+61 418 408 266,"M4MR+FM Kingston, Australian Capital Territory, Australia",10,4.500000,"{""1"":1,""2"":0,""3"":0,""4"":1,""5"":8}",-35.316316,149.141668,1435046088275608397,,,https://search.google.com/local/reviews?placeid=ChIJ2UH3f_xMFmsRTUP7Z9BO6hM&q=Bikram+Yoga+Kingston&authuser=0&hl=en&gl=DE,https://lh3.googleusercontent.com/p/AF1QipNhCnWy8FXdHNquE8VLIXHEDFOQI7sGBBaC7m_Z=w408-h271-k-no,Australia/Sydney,,0x6b164cfc7ff741d9:0x13ea4ed067fb434d,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNhCnWy8FXdHNquE8VLIXHEDFOQI7sGBBaC7m_Z=w447-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNgpKlkSOOg7hJAcnz0YSrYtPUqSVkAIQbxDDYV=w298-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNgpKlkSOOg7hJAcnz0YSrYtPUqSVkAIQbxDDYV=w298-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FhX6Oqky2Y7xeZ86XqhCBA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=82.60004\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""103387831522993464045"",""name"":""Bikram Yoga Kingston (Owner)"",""link"":""https://www.google.com/maps/contrib/103387831522993464045""}","{""borough"":"""",""street"":""Level 1/27-29 Eyre St"",""city"":""Kingston"",""postal_code"":""2604"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""NFC mobile payments"",""enabled"":true}]}]",[],null,,False,,,,
52416934-0997-4b1a-8596-2013ea9ec171,https://www.google.com/maps/place/Yoga+Cycle/data=!4m7!3m6!1s0x6ab0cf507d5990d5:0x19ba82e6ef400429!8m2!3d-34.912411!4d138.5660192!16s%2Fg%2F11bw3d0_ns!19sChIJ1ZBZfVDPsGoRKQRA7-aCuhk?authuser=0&hl=en&rclk=1,Yoga Cycle,Yoga studio,"Unit 4/22 Ware St, Thebarton SA 5031, Australia",{},{},,,"3HQ8+2C Thebarton, South Australia, Australia",9,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":9}",-34.912411,138.566019,1853938124984419369,,,https://search.google.com/local/reviews?placeid=ChIJ1ZBZfVDPsGoRKQRA7-aCuhk&q=Yoga+Cycle&authuser=0&hl=en&gl=DE,https://lh3.googleusercontent.com/p/AF1QipP-Jdd73g0oKY3-XgqiEIHaE0P2U7PHw6JEHAIF=w408-h272-k-no,Australia/Adelaide,,0x6ab0cf507d5990d5:0x19ba82e6ef400429,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipP-Jdd73g0oKY3-XgqiEIHaE0P2U7PHw6JEHAIF=w447-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOveRqive2AqmnbA2SPcN9peohJizXKmX_9K77U=w529-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOveRqive2AqmnbA2SPcN9peohJizXKmX_9K77U=w529-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""116650361695103877067"",""name"":""Yoga Cycle (Owner)"",""link"":""https://www.google.com/maps/contrib/116650361695103877067""}","{""borough"":"""",""street"":""Unit 4/22 Ware St"",""city"":""Thebarton"",""postal_code"":""5031"",""state"":""South Australia"",""country"":""AU""}",null,[],null,,False,,,,
b10198d5-5e6a-4438-a435-c86de02ca75b,https://www.google.com/maps/place/Movement+Hub+Canberra/data=!4m7!3m6!1s0x6b164dda82c28f0d:0xcc29ceaa1a51304b!8m2!3d-35.2790247!4d149.1325963!16s%2Fg%2F11x35vcj3m!19sChIJDY_CgtpNFmsRSzBRGqrOKcw?authuser=0&hl=en&rclk=1,Movement Hub Canberra,Yoga studio,"1/83 Petrie Plaza, Canberra ACT 2601, Australia","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":75,""1"":68,""10"":12,""11"":18,""12"":18,""13"":6,""14"":12,""15"":37,""16"":43,""17"":37,""18"":18,""19"":12,""2"":81,""20"":18,""21"":25,""22"":37,""23"":56,""3"":62,""4"":43,""5"":31,""6"":25,""7"":25,""8"":18,""9"":25},""Monday"":{""0"":62,""1"":62,""10"":25,""11"":25,""12"":18,""13"":31,""14"":31,""15"":43,""16"":43,""17"":43,""18"":50,""19"":50,""2"":68,""20"":62,""21"":75,""22"":68,""23"":50,""3"":37,""4"":31,""5"":18,""6"":31,""7"":68,""8"":68,""9"":50},""Saturday"":{""0"":37,""1"":37,""10"":31,""11"":37,""12"":31,""13"":31,""14"":31,""15"":18,""16"":37,""17"":56,""18"":75,""19"":50,""2"":50,""20"":37,""21"":25,""22"":43,""23"":50,""3"":31,""4"":18,""5"":6,""6"":6,""7"":18,""8"":18,""9"":31},""Sunday"":{""0"":56,""1"":50,""10"":37,""11"":31,""12"":25,""13"":31,""14"":25,""15"":37,""16"":31,""17"":18,""18"":37,""19"":56,""2"":37,""20"":68,""21"":43,""22"":37,""23"":43,""3"":37,""4"":37,""5"":43,""6"":43,""7"":43,""8"":31,""9"":37},""Thursday"":{""0"":37,""1"":50,""10"":37,""11"":50,""12"":37,""13"":43,""14"":31,""15"":50,""16"":37,""17"":43,""18"":56,""19"":93,""2"":43,""20"":100,""21"":93,""22"":62,""23"":50,""3"":56,""4"":43,""5"":50,""6"":18,""7"":12,""8"":18,""9"":43},""Tuesday"":{""0"":50,""1"":50,""10"":43,""11"":37,""12"":18,""13"":12,""14"":6,""15"":18,""16"":43,""17"":37,""18"":50,""19"":62,""2"":50,""20"":56,""21"":43,""22"":43,""23"":43,""3"":37,""4"":50,""5"":43,""6"":62,""7"":37,""8"":43,""9"":37},""Wednesday"":{""0"":68,""1"":62,""10"":31,""11"":18,""12"":12,""13"":12,""14"":12,""15"":18,""16"":31,""17"":56,""18"":68,""19"":56,""2"":56,""20"":62,""21"":50,""22"":62,""23"":62,""3"":43,""4"":43,""5"":18,""6"":25,""7"":25,""8"":25,""9"":18}}",,,"P4CM+92 Canberra, Australian Capital Territory, Australia",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-35.279025,149.132596,14711516887763726411,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipPQHDO_ccFCVf6yNy10Fab_lb2r5T8DnfI5EJUa=w408-h289-k-no,Australia/Sydney,,0x6b164dda82c28f0d:0xcc29ceaa1a51304b,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPQHDO_ccFCVf6yNy10Fab_lb2r5T8DnfI5EJUa=w419-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPQHDO_ccFCVf6yNy10Fab_lb2r5T8DnfI5EJUa=w419-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I70DgYW26xxHRD74WVtGWg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=133.04979\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""108645654425220599460"",""name"":""Movement Hub Canberra (Owner)"",""link"":""https://www.google.com/maps/contrib/108645654425220599460""}","{""borough"":"""",""street"":""1/83 Petrie Plaza"",""city"":""Canberra"",""postal_code"":""2601"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",[],null,,False,,,,
b10198d5-5e6a-4438-a435-c86de02ca75b,https://www.google.com/maps/place/Ashtanga+Lab/data=!4m7!3m6!1s0x6b164d5d97790d7b:0x3059aff16ee4b9f8!8m2!3d-35.274182!4d149.1262846!16s%2Fg%2F11bxg02zbc!19sChIJew15l11NFmsR-LnkbvGvWTA?authuser=0&hl=en&rclk=1,Ashtanga Lab,Yoga studio,"The Canberra Seniors Centre, 10 Watson St, Turner ACT 2612, Australia",{},{},,+61 423 581 056,"P4GG+8G Turner, Australian Capital Territory, Australia",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-35.274182,149.126285,3484009238230252024,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-KsSybVmAoJMNlX0nBxCig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.87245&pitch=0&thumbfov=100,Australia/Sydney,,0x6b164d5d97790d7b:0x3059aff16ee4b9f8,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-KsSybVmAoJMNlX0nBxCig\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=91.87245\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-KsSybVmAoJMNlX0nBxCig\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=91.87245\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Ashtanga Lab (Owner)"",""link"":""""}","{""borough"":"""",""street"":""The Canberra Seniors Centre, 10 Watson St"",""city"":""Turner"",""postal_code"":""2612"",""state"":""Australian Capital Territory"",""country"":""AU""}",null,[],null,,False,,,,
b10198d5-5e6a-4438-a435-c86de02ca75b,https://www.google.com/maps/place/Yoga+Central+Canberra/data=!4m7!3m6!1s0x6b164d687bf52445:0x55984aaa3df4604b!8m2!3d-35.278733!4d149.129641!16s%2Fg%2F12hlvnng3!19sChIJRST1e2hNFmsRS2D0PapKmFU?authuser=0&hl=en&rclk=1,Yoga Central Canberra,Yoga studio,"54 Northbourne Ave, Canberra ACT 2601, Australia",{},{},,+61 2 6156 3325,"P4CH+GV Canberra, Australian Capital Territory, Australia",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-35.278733,149.129641,6167761784728215627,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2152M1YwJBeSdGNYdPMdcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.298412&pitch=0&thumbfov=100,Australia/Sydney,,0x6b164d687bf52445:0x55984aaa3df4604b,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2152M1YwJBeSdGNYdPMdcA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=50.298412\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2152M1YwJBeSdGNYdPMdcA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=50.298412\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Yoga Central Canberra (Owner)"",""link"":""""}","{""borough"":"""",""street"":""54 Northbourne Ave"",""city"":""Canberra"",""postal_code"":""2601"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",[],null,,False,,,,
119ed330-7877-4442-b97e-0cf2f0123f4a,https://www.google.com/maps/place/Darwin+Yoga+Community/data=!4m7!3m6!1s0x2cc0935a9011b761:0x9da65c3365916edf!8m2!3d-12.3920494!4d130.8624108!16s%2Fg%2F11yh7qm0_h!19sChIJYbcRkFqTwCwR326RZTNcpp0?authuser=0&hl=en&rclk=1,Darwin Yoga Community,Yoga studio,"5 Bice Pl, Millner NT 0810, Australia","{""Friday"":[""9–10:30 am""],""Monday"":[""9 am–6 pm""],""Saturday"":[""7–10:30 am""],""Sunday"":[""8 am–6:30 pm""],""Thursday"":[""6 am–6 pm""],""Tuesday"":[""5:30–6:30 pm""],""Wednesday"":[""6 am–6:30 pm""]}",{},,+61 421 028 665,"JV56+5X Millner, Northern Territory, Australia",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-12.392049,130.862411,11359868485905772255,Closed ⋅ Opens 6 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3iG1KHVfjxr6gdnh9M57zA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.46834&pitch=0&thumbfov=100,Australia/Darwin,,0x2cc0935a9011b761:0x9da65c3365916edf,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3iG1KHVfjxr6gdnh9M57zA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=231.46834\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3iG1KHVfjxr6gdnh9M57zA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=231.46834\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""103029434864668852728"",""name"":""Darwin Yoga Community (Owner)"",""link"":""https://www.google.com/maps/contrib/103029434864668852728""}","{""borough"":"""",""street"":""5 Bice Pl"",""city"":""Millner"",""postal_code"":""0810"",""state"":""Northern Territory"",""country"":""AU""}",null,[],null,,False,,,,
0e30bcfe-6768-44a3-9893-204af341fdb2,https://www.google.com/maps/place/Sergei+Yoga/data=!4m7!3m6!1s0x6b1653ae63e9d133:0xab8a95dfe00cae70!8m2!3d-35.269009!4d149.140332!16s%2Fg%2F11b7m97546!19sChIJM9HpY65TFmsRcK4M4N-Viqs?authuser=0&hl=en&rclk=1,Sergei Yoga,Yoga studio,"Ainslie, 82 Limestone Ave, Canberra ACT 2602, Australia","{""Friday"":[""9:30–11 am""],""Monday"":[""Closed""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""Closed""],""Tuesday"":[""Closed""],""Wednesday"":[""Closed""]}",{},https://www.facebook.com/SergeiYoga,+61 435 350 384,"P4JR+94 Ainslie, Australian Capital Territory, Australia",13,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":13}",-35.269009,149.140332,12360856916040920688,Closed ⋅ Opens 9:30 am Fri,,https://search.google.com/local/reviews?placeid=ChIJM9HpY65TFmsRcK4M4N-Viqs&q=Sergei+Yoga&authuser=0&hl=en&gl=DE,https://lh3.googleusercontent.com/p/AF1QipOY6NZCYII_e3oFsxFfg-BxtOGbZi6BJyyysk_z=w426-h240-k-no,Australia/Sydney,,0x6b1653ae63e9d133:0xab8a95dfe00cae70,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOY6NZCYII_e3oFsxFfg-BxtOGbZi6BJyyysk_z=w529-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipP6Bnw_nIAQq_P19UDOzYu0aZEv-CqSj9CbA6KA=w529-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNDNnhPwhVM-oDc6hxEvSc_5oOHupZQlGWM1d8p=w224-h398-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ErkZiIXa6DJ5jSugtfZ7Yw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=71.88435\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""116265557756555559409"",""name"":""Sergei Yoga (Owner)"",""link"":""https://www.google.com/maps/contrib/116265557756555559409""}","{""borough"":"""",""street"":""Ainslie, 82 Limestone Ave"",""city"":""Canberra"",""postal_code"":""2602"",""state"":""ACT"",""country"":""AU""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",[],null,,False,,,,
cb5c8ab3-0f5d-4923-8e79-cfb418f53405,https://www.google.com/maps/place/Flourish+Yoga/data=!4m7!3m6!1s0x6b164d66b9d03ae5:0x8ae6d43bd8b3bd63!8m2!3d-35.2746724!4d149.1314!16s%2Fg%2F12vr8_vdh!19sChIJ5TrQuWZNFmsRY72z2DvU5oo?authuser=0&hl=en&rclk=1,Flourish Yoga,Yoga studio,"62/28 Mort St, Braddon ACT 2612, Australia",{},{},,+61 422 995 150,"P4GJ+4H Braddon, Australian Capital Territory, Australia",2,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-35.274672,149.131400,10008920575381323107,,,https://search.google.com/local/reviews?placeid=ChIJ5TrQuWZNFmsRY72z2DvU5oo&q=Flourish+Yoga&authuser=0&hl=en&gl=DE,https://lh3.googleusercontent.com/p/AF1QipOTL7Lv7y-GSsZOqLnEGBJZT6vBIGU58yxJnqUT=w408-h304-k-no,Australia/Sydney,,0x6b164d66b9d03ae5:0x8ae6d43bd8b3bd63,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOTL7Lv7y-GSsZOqLnEGBJZT6vBIGU58yxJnqUT=w398-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOTL7Lv7y-GSsZOqLnEGBJZT6vBIGU58yxJnqUT=w398-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TqGnM5UeuHW2E0tgwTancw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=84.36302\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""115487886337450334367"",""name"":""Flourish Yoga (Owner)"",""link"":""https://www.google.com/maps/contrib/115487886337450334367""}","{""borough"":"""",""street"":""62/28 Mort St"",""city"":""Braddon"",""postal_code"":""2612"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""NFC mobile payments"",""enabled"":true}]}]",[],null,,False,,,,
42fa8915-6f6f-4f2f-9f95-eaccdc598291,https://www.google.com/maps/place/Bikram+Yoga+Canberra/data=!4m7!3m6!1s0x6b165312105c7ee9:0x577c409351710199!8m2!3d-35.2491039!4d149.1346739!16s%2Fg%2F1tdp0mdz!19sChIJ6X5cEBJTFmsRmQFxUZNAfFc?authuser=0&hl=en&rclk=1,Bikram Yoga Canberra,Yoga studio,"Ground Floor/490 Northbourne Ave, Dickson ACT 2602, Australia",{},{},http://www.bikramcanberra.com.au/,+61 466 912 790,"Q42M+9V Dickson, Australian Capital Territory, Australia",23,4.800000,"{""1"":1,""2"":0,""3"":0,""4"":1,""5"":21}",-35.249104,149.134674,6303984579882582425,,,https://search.google.com/local/reviews?placeid=ChIJ6X5cEBJTFmsRmQFxUZNAfFc&q=Bikram+Yoga+Canberra&authuser=0&hl=en&gl=DE,https://lh3.googleusercontent.com/p/AF1QipNswJVMMU3SwoIL9gv5MG184dVVZi6z9wuObwGH=w408-h804-k-no,Australia/Sydney,,0x6b165312105c7ee9:0x577c409351710199,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNswJVMMU3SwoIL9gv5MG184dVVZi6z9wuObwGH=w224-h441-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNLPBfZnOcL-5tF_4oaM0YBXrbATP-hqKA39FDv=w396-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaF63mOr0l4nroeHKyD-m8oL_OLYi6a3fhXoR4laKFBcVH2iSRn_2skf27ZxpTEJoGd0nyd6a_c1Iih8GRyMa0s6NqY7aDpjez0EvAkwISVWLd14Q-r-UPtbJfZTxLVWqVQmeO=w224-h398-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nnWQAnREL3Ymwqb9HBnHEg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=101.37088\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""102616747424053859899"",""name"":""Bikram Yoga Canberra (Owner)"",""link"":""https://www.google.com/maps/contrib/102616747424053859899""}","{""borough"":"""",""street"":""Ground Floor/490 Northbourne Ave"",""city"":""Dickson"",""postal_code"":""2602"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true},{""name"":""Wheelchair-accessible car park"",""enabled"":false}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""Credit cards"",""enabled"":false}]}]",[],null,,False,,,,
cb5c8ab3-0f5d-4923-8e79-cfb418f53405,https://www.google.com/maps/place/Align-Yoga+and+more/data=!4m7!3m6!1s0x6b164d615aad783d:0xb778eb285d63a063!8m2!3d-35.2734505!4d149.1321183!16s%2Fg%2F126460dvw!19sChIJPXitWmFNFmsRY6BjXSjreLc?authuser=0&hl=en&rclk=1,Align-Yoga and more,Yoga studio,"26 Elouera St, Braddon ACT 2612, Australia",{},{},,+61 448 906 494,"P4GJ+JR Braddon, Australian Capital Territory, Australia",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-35.273450,149.132118,13220575264744120419,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2QnTTwchItbI1hdZdvJ3Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.56598&pitch=0&thumbfov=100,Australia/Sydney,,0x6b164d615aad783d:0xb778eb285d63a063,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2QnTTwchItbI1hdZdvJ3Hw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=196.56598\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2QnTTwchItbI1hdZdvJ3Hw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=196.56598\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Align-Yoga and more (Owner)"",""link"":""""}","{""borough"":"""",""street"":""26 Elouera St"",""city"":""Braddon"",""postal_code"":""2612"",""state"":""Australian Capital Territory"",""country"":""AU""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",[],null,,False,,,,
